      3401.36      1.02338
      3404.72      1.14681
      3408.08      1.05980
      3411.45      1.20086
      3414.81      1.17527
      3418.18      1.14673
      3421.54      1.14602
      3424.90      1.20737
      3428.27      1.42980
      3431.63      1.35701
      3434.99      1.33916
      3438.36      1.37269
      3441.72      1.40127
      3445.08      1.38352
      3448.45      1.37468
      3451.81      1.44001
      3455.17      1.49068
      3458.54      1.62964
      3461.90      1.62627
      3465.26      1.42512
      3468.63      1.67817
      3471.99      1.68119
      3475.35      1.77531
      3478.72      1.68406
      3482.08      1.66244
      3485.44      2.05130
      3488.81      2.21575
      3492.17      2.10470
      3495.53      2.27101
      3498.90      2.08491
      3502.26      2.23518
      3505.62      2.27945
      3508.99      2.27933
      3512.35      2.52294
      3515.71      2.45886
      3519.08      2.59096
      3522.44      2.75488
      3525.80      2.63462
      3529.17      2.85367
      3532.53      2.69459
      3535.89      2.72897
      3539.26      2.67913
      3542.62      2.93340
      3545.98      2.86442
      3549.35      2.67275
      3552.71      2.53857
      3556.07      2.43189
      3559.44      2.51132
      3562.80      2.69083
      3566.16      2.57171
      3569.53      2.56850
      3572.89      2.65900
      3576.25      2.83051
      3579.62      2.76281
      3582.98      2.76842
      3586.34      2.51388
      3589.71      2.53006
      3593.07      2.58217
      3596.43      2.46406
      3599.80      2.40821
      3603.16      2.68554
      3606.52      2.65574
      3609.89      2.52686
      3613.25      2.67932
      3616.61      2.69784
      3619.98      2.58290
      3623.34      2.60936
      3626.70      2.51274
      3630.07      2.64198
      3633.43      2.74158
      3636.79      2.43774
      3640.16      2.56320
      3643.52      2.66758
      3646.88      2.61879
      3650.25      2.75038
      3653.61      2.69037
      3656.97      2.74094
      3660.34      2.67667
      3663.70      2.74907
      3667.06      2.68009
      3670.43      2.73509
      3673.79      2.79329
      3677.15      2.61160
      3680.52      2.65461
      3683.88      2.60156
      3687.24      2.64321
      3690.61      2.71130
      3693.97      2.75044
      3697.33      2.77588
      3700.70      2.60559
      3704.06      2.64312
      3707.43      2.68364
      3710.79      2.56813
      3714.15      2.54297
      3717.52      2.56498
      3720.88      2.41614
      3724.24      2.53720
      3727.61      2.44632
      3730.97      2.39002
      3734.33      2.37626
      3737.70      2.32762
      3741.06      2.31181
      3744.42      2.16404
      3747.79      2.00219
      3751.15      1.97659
      3754.51      1.85052
      3757.88      1.93112
      3761.24      1.91335
      3764.60      1.86577
      3767.97      1.77353
      3771.33      1.81388
      3774.69      1.63857
      3778.06      1.65631
      3781.42      1.61563
      3784.78      1.61430
      3788.15      1.56974
      3791.51      1.45308
      3794.87      1.42743
      3798.24      1.38620
      3801.60      1.42612
      3804.96      1.35847
      3808.33      1.34765
      3811.69      1.34684
      3815.05      1.40241
      3818.42      1.47402
      3821.78      1.48981
      3825.14      1.60077
      3828.51      1.67266
      3831.87      1.59647
      3835.23      1.62008
      3838.60      1.71530
      3841.96      1.72508
      3845.32      1.70377
      3848.69      1.65638
      3852.05      1.63272
      3855.41      1.61643
      3858.78      1.45089
      3862.14      1.48127
      3865.50      1.46634
      3868.87      1.35615
      3872.23      1.38123
      3875.59      1.29151
      3878.96      1.30766
      3882.32      1.31362
      3885.68      1.26264
      3889.05      1.30095
      3892.41      1.31383
      3895.77      1.24262
      3899.14      1.25459
      3902.50      1.29326
      3905.86      1.32678
      3909.23      1.40070
      3912.59      1.41985
      3915.95      1.45622
      3919.32      1.49301
      3922.68      1.50296
      3926.04      1.53633
      3929.41      1.65924
      3932.77      1.69800
      3936.13      1.71417
      3939.50      1.85023
      3942.86      1.89796
      3946.22      1.90793
      3949.59      2.01264
      3952.95      2.03948
      3956.31      2.08254
      3959.68      2.12338
      3963.04      2.14700
      3966.40      2.16960
      3969.77      2.21003
      3973.13      2.36245
      3976.49      2.36189
      3979.86      2.34222
      3983.22      2.38018
      3986.58      2.39571
      3989.95      2.39680
      3993.31      2.42638
      3996.68      2.50793
      4000.04      2.45499
      4003.40      2.49672
      4006.77      2.56981
      4010.13      2.61668
      4013.49      2.66589
      4016.86      2.71561
      4020.22      2.79506
      4023.58      2.83970
      4026.95      2.89968
      4030.31      2.81069
      4033.67      2.82332
      4037.04      2.83118
      4040.40      2.87082
      4043.76      2.86517
      4047.13      2.90043
      4050.49      2.86646
